station_code,stn,name,name_en,pref,address,lat,lng,att,geo3x3,src
,SI,堺,SAKAI,大阪府,堺市 堺区,34°36′N,135°28′E,-,E9137335991,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=SI
,IO,泉大津,IZUMIOTSU,大阪府,泉大津市,34°31′N,135°24′E,-,E9137332749,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=IO
,J2,岸和田,KISHIWADA,大阪府,岸和田市,34°28′N,135°22′E,-,E9137331375,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=J2
156331,KB,神戸,KOBE,兵庫県,神戸市 中央区 波止場町,34°41′N,135°11′E,-73.9(cm),E9137328881,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KB
,AK,明石,AKASHI,兵庫県,明石市,34°39′N,134°59′E,-,E9137319445,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=AK
,EI,江井,EI,兵庫県,淡路市,34°28′N,134°50′E,-,E9137311194,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=EI
156305,K1,姫路,飾磨,兵庫県,姫路市 飾磨区 須賀,34°47′N,134°40′E,-,E9137265153,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=K1
166605,SB,三蟠,SANBAN,岡山県,岡山市 中区 新築港,34°36′N,133°59′E,-,E9137135991,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=SB
166631,UN,宇野,UNO,岡山県,玉野市 宇野１丁目,34°29′N,133°57′E,-118.7(cm),E9137132552,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=UN
,MM,水島,MIZUSHIMA,岡山県,倉敷市,34°32′N,133°44′E,-,E9137125329,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MM
166606,LG,乙島,OTOSHIMA,岡山県,倉敷市 玉島 乙島,34°30′N,133°41′E,-,E9137122731,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=LG
124433,MJ,三宅島,坪田,東京都,三宅村 坪田船戸,34°3′N,139°33′E,-74.1(cm),E9136954259,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MJ
124436,QP,三宅島,阿古,東京都,三宅村 阿古,34°4′N,139°29′E,-63.4(cm),E9136946618,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QP
124435,QO,神津島,KOZUSHIMA,東京都,神津島村 神津島港,34°13′N,139°8′E,-97.0(cm),E9136892281,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QO
124437,QQ,八丈島,神湊,東京都,八丈町 三根,33°8′N,139°48′E,-64.7(cm),E9136637234,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QQ
,D4,八丈島,八重根,東京都,八丈町,33°6′N,139°46′E,-,E9136634488,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=D4
135332,OW,尾鷲,OWASE,三重県,尾鷲市 天満浦,34°5′N,136°12′E,-94.1(cm),E9135765685,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=OW
135333,KN,熊野,KUMANO,三重県,熊野市 遊木町,33°56′N,136°10′E,-88.7(cm),E9135738843,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KN
156531,UR,浦神,URAGAMI,和歌山県,東牟婁郡 那智勝浦町 浦神,33°34′N,135°54′E,-81.1(cm),E9135485422,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=UR
156532,KS,串本,KUSHIMOTO,和歌山県,東牟婁郡 串本町 串本,33°29′N,135°46′E,-75.1(cm),E9135473297,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KS
,KK,関空島,KANKUJIMA,大阪府,泉南市,34°26′N,135°12′E,-,E9134988947,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KK
156231,TN,淡輪,TANNOWA,大阪府,泉南郡 岬町 淡輪,34°20′N,135°11′E,-79.3(cm),E9134985587,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TN
156535,WY,和歌山,WAKAYAMA,和歌山県,和歌山市 湊青岸,34°13′N,135°9′E,-96.0(cm),E9134982172,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=WY
156332,ST,洲本,SUMOTO,兵庫県,洲本市 海岸通１丁目,34°21′N,134°54′E,-74.6(cm),E9134975747,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=ST
156508,Z9,海南,KAINAN,和歌山県,海南市 冷水,34°9′N,135°12′E,-100.0(cm),E9134958617,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=Z9
,H1,下津,SHIMOTSU,和歌山県,海南市,34°7′N,135°8′E,-,E9134957323,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=H1
156534,GB,御坊,GOBO,和歌山県,御坊市 名田町,33°51′N,135°10′E,-97.1(cm),E9134925738,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=GB
177131,KM,小松島,KOMATSUSHIMA,徳島県,小松島市 小松島町,34°1′N,134°35′E,-85.1(cm),E9134861753,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KM
,J6,橘,TACHIBANA,徳島県,阿南市,33°52′N,134°38′E,-,E9134834987,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=J6
177132,AW,阿波由岐,AWAYUKI,徳島県,海部郡 美波町 西由岐,33°46′N,134°36′E,-90.5(cm),E9134831818,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=AW
,HW,日和佐,HIWASA,徳島県,海部郡 美波町,33°43′N,134°33′E,-,E9134823354,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=HW
177231,TA,高松,TAKAMATSU,香川県,高松市 北浜町,34°21′N,134°3′E,-123.3(cm),E9134796948,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TA
177204,J8,与島,YOSHIMA,香川県,坂出市 与島町,34°23′N,133°49′E,-,E9134789383,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=J8
177206,AX,青木,AOKI,香川県,丸亀市 広島町,34°22′N,133°41′E,-,E9134788134,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=AX
177207,TX,多度津,TADOTSU,香川県,仲多度郡 多度津町 東浜,34°17′N,133°45′E,-,E9134786115,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TX
,L8,伊予三島,IYOMISHIMA,愛媛県,四国中央市,33°59′N,133°33′E,-,E9134743536,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=L8
156533,SR,白浜,SHIRAHAMA,和歌山県,西牟婁郡 白浜町 堅田,33°41′N,135°23′E,-95.9(cm),E9134697937,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=SR
,L7,甲浦,KANNOURA,高知県,安芸郡 東洋町,33°33′N,134°18′E,-,E9134576343,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=L7
177431,MU,室戸岬,MUROTOMISAKI,高知県,室戸市 室戸岬町,33°16′N,134°10′E,-80.4(cm),E9134542721,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MU
177432,KC,高知,KOCHI,高知県,高知市 浦戸,33°30′N,133°34′E,-95.9(cm),E9134473658,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KC
166931,SK,境,SAKAI,鳥取県,境港市 境港,35°33′N,133°15′E,14.6(cm),E9129665639,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=SK
166831,HA,浜田,HAMADA,島根県,浜田市 大辻町,34°54′N,132°4′E,0.0(cm),E9129249568,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=HA
188109,ZK,須佐,SUSA,山口県,萩市 瓦浴,34°38′N,131°36′E,-13.5(cm),E9129129395,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=ZK
188434,N5,対馬比田勝,TSUSHIMAHITAKATSU,長崎県,対馬市 上対馬町,34°39′N,129°29′E,-47.6(cm),E9128138464,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=N5
,IZ,糸崎,ITOZAKI,広島県,三原市,34°24′N,133°5′E,-,E9126989662,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=IZ
,TH,竹原,TAKEHARA,広島県,竹原市,34°20′N,132°55′E,-,E9126984698,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TH
,NI,新居浜,NIIHAMA,愛媛県,新居浜市,33°58′N,133°16′E,-,E9126963159,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=NI
,M0,今治市小島,IMABARISHIOSHIMA,愛媛県,今治市 来島（小島）,34°8′N,132°59′E,-,E9126958349,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=M0
177308,M1,来島航路,KURUSHIMAKORO,愛媛県,今治市 馬島,34°7′N,132°59′E,-,E9126958313,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=M1
,M3,波止浜,HASHIHAMA,愛媛県,今治市,34°6′N,132°56′E,-,E9126955754,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=M3
,L0,今治,IMABARI,愛媛県,今治市,34°4′N,133°0′E,-,E9126955638,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=L0
177331,MT,松山,MATSUYAMA,愛媛県,松山市 海岸通,33°52′N,132°43′E,-176.6(cm),E9126915888,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MT
166744,Q8,広島,HIROSHIMA,広島県,広島市 南区 宇品海岸２丁目,34°21′N,132°28′E,-177.7(cm),E9126895857,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=Q8
166745,Q9,呉,KURE,広島県,呉市 宝町,34°14′N,132°33′E,-179.9(cm),E9126893528,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=Q9
,K5,萩,HAGI,山口県,萩市,34°26′N,131°25′E,-,E9126787948,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=K5
188146,QA,徳山,TOKUYAMA,山口県,周南市 那智町,34°2′N,131°48′E,-160.7(cm),E9126766211,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QA
,J9,三田尻,MITAJIRI,山口県,防府市 新田,34°2′N,131°35′E,-,E9126756312,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=J9
188122,WH,宇部,UBE,山口県,宇部市 沖宇部,33°56′N,131°15′E,-,E9126718941,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=WH
,V7,須崎,SUSAKI,高知県,須崎市 浜町,33°23′N,133°18′E,-,E9126669238,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=V7
177407,ZH,久礼,KURE,高知県,高岡郡 中土佐町 久礼,33°20′N,133°15′E,-99.7(cm),E9126665666,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=ZH
177332,UW,宇和島,UWAJIMA,愛媛県,宇和島市 住吉３丁目,33°14′N,132°33′E,-114.6(cm),E9126563285,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=UW
188333,QC,大分,OITA,大分県,大分市 三佐,33°16′N,131°41′E,-114.7(cm),E9126461932,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QC
188352,BP,別府,BEPPU,大分県,別府市 南石垣,33°18′N,131°30′E,-,E9126455318,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=BP
,L6,高知下田,KOCHISHIMODA,高知県,四万十市,32°56′N,133°0′E,-,E9126388698,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=L6
177433,TS,土佐清水,TOSASHIMIZU,高知県,土佐清水市 旭町３丁目,32°47′N,132°58′E,-87.3(cm),E9126382856,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TS
,SU,片島,KATASHIMA,高知県,宿毛市,32°55′N,132°42′E,-,E9126378439,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=SU
188331,X5,佐伯,SAIKI,大分県,佐伯市 鶴見,32°57′N,131°58′E,-92.0(cm),E9126278845,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=X5
198705,Z6,細島,HOSOJIMA,宮崎県,日向市 細島町,32°26′N,131°40′E,-88.5(cm),E9126137673,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=Z6
188104,CF,長府,CHOFU,山口県,下関市 長府町,34°1′N,131°0′E,-,E9125962863,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=CF
188206,AH,青浜,AOHAMA,福岡県,北九州市 門司区 白野江,33°57′N,131°1′E,-,E9125938989,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=AH
188207,MO,門司,MOJI,福岡県,北九州市 門司区 西海岸通１丁目,33°57′N,130°57′E,-,E9125938778,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MO
188181,A1,弟子待,DESHIMATSU,山口県,下関市 彦島弟子待町２丁目,33°56′N,130°56′E,-,E9125937952,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=A1
,DS,下関,SHIMONOSEKI,山口県,下関市 彦島弟子待町２丁目,33°56′N,130°56′E,-107.2(cm),E9125937952,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=DS
188121,HR,南風泊,HAEDOMARI,山口県,下関市 彦島西山町３丁目,33°57′N,130°53′E,-,E9125937797,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=HR
188119,TI,田ノ首,TANOKUBI,山口県,下関市 彦島田の首町１丁目,33°55′N,130°55′E,-,E9125937593,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TI
188120,OH,大山の鼻,OYAMANOHANA,山口県,下関市 彦島塩浜町４丁目,33°55′N,130°54′E,-,E9125937573,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=OH
188205,N1,日明,HIAGARI,福岡県,北九州市 小倉北区 西港町,33°55′N,130°53′E,-,E9125937491,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=N1
188208,N0,砂津,SUNATSU,福岡県,北九州市 小倉北区 浅野３丁目,33°54′N,130°53′E,-,E9125937434,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=N0
188202,O3,苅田,KANDA,福岡県,京都郡 苅田町 港町,33°48′N,131°0′E,-,E9125935266,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=O3
188454,X3,郷ノ浦,GONOURA,長崎県,壱岐市 郷ノ浦町,33°45′N,129°41′E,-,E9125811593,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=X3
,O1,対馬,TSUSHIMA,長崎県,対馬市,34°16′N,129°19′E,-,E9125783756,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=O1
188439,QE,厳原,IZUHARA,長崎県,対馬市 厳原町,34°12′N,129°18′E,-84.5(cm),E9125782333,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QE
188236,QF,博多,HAKATA,福岡県,福岡市 東区 東浜２丁目,33°37′N,130°24′E,-82.2(cm),E9125674874,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QF
,O6,大牟田,OMUTA,福岡県,大牟田市 新港町,33°1′N,130°25′E,-,E9125611597,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=O6
188502,KA,唐津,KARATSU,佐賀県,唐津市 二夕子,33°28′N,129°58′E,-,E9125582143,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KA
188505,ZL,仮屋,KARIYA,佐賀県,東松浦郡 玄海町 仮屋,33°28′N,129°51′E,-102.8(cm),E9125573341,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=ZL
188531,OU,大浦,OURA,佐賀県,藤津郡 太良町 大浦,32°59′N,130°13′E,-243.4(cm),E9125532181,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=OU
188438,QD,佐世保,SASEBO,長崎県,佐世保市 干尽町,33°9′N,129°43′E,-139.6(cm),E9125518175,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QD
188453,X2,平戸瀬戸,HIRADOSETO,長崎県,平戸市 田平町,33°22′N,129°35′E,-,E9125466873,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=X2
188604,KU,熊本,KUMAMOTO,熊本県,熊本市 西区 沖新町,32°45′N,130°34′E,-,E9125373518,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KU
,MS,三角,MISUMI,熊本県,宇城市 三角町,32°37′N,130°27′E,-,E9125344963,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MS
188602,O5,八代,YATSUSHIRO,熊本県,八代市 港町,32°31′N,130°34′E,-,E9125343572,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=O5
188432,NS,長崎,NAGASAKI,長崎県,長崎市 松が枝町,32°44′N,129°52′E,-138.8(cm),E9125273359,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=NS
188413,KO,皇后,KOGO,長崎県,長崎市 小瀬戸町,32°43′N,129°50′E,-,E9125273221,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KO
188431,KT,口之津,KUCHINOTSU,長崎県,南島原市 口之津町,32°36′N,130°12′E,-170.8(cm),E9125264692,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KT
188606,HS,本渡瀬戸,HONDOSETO,熊本県,天草市 大門,32°26′N,130°13′E,-,E9125238481,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=HS
188631,RH,苓北,REIHOKU,熊本県,天草郡 苓北町 都呂々,32°28′N,130°2′E,-144.8(cm),E9125228997,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=RH
188433,FE,福江,FUKUE,長崎県,五島市 東浜町,32°42′N,128°51′E,-149.8(cm),E9124369853,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=FE
198702,MG,宮崎,MIYAZAKI,宮崎県,宮崎市 港１丁目,31°54′N,131°27′E,-,E9123758127,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MG
198732,AB,油津,ABURATSU,宮崎県,日南市 大節,31°35′N,131°25′E,-95.3(cm),E9123724372,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=AB
198851,X6,志布志,SHIBUSHI,鹿児島県,志布志市 志布志町,31°29′N,131°7′E,-,E9123711112,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=X6
198831,KG,鹿児島,KAGOSHIMA,鹿児島県,鹿児島市 本港新町,31°36′N,130°34′E,-133.8(cm),E9122916518,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=KG
,O7,水俣,MINAMATA,熊本県,水俣市,32°12′N,130°22′E,-,E9122899935,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=O7
198804,ZJ,阿久根,AKUNE,鹿児島県,阿久根市 波留,32°1′N,130°11′E,-133.9(cm),E9122891645,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=ZJ
198836,QG,大泊,ODOMARI,鹿児島県,肝属郡 南大隅町 佐多馬籠,31°1′N,130°41′E,-124.5(cm),E9122651621,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QG
198332,MK,枕崎,MAKURAZAKI,鹿児島県,枕崎市 松之尾町,31°16′N,130°18′E,-125.7(cm),E9122593424,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MK
198837,QH,西之表,NISHINOOMOTE,鹿児島県,西之表市 西之表,30°44′N,131°0′E,-110.3(cm),E9122398893,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QH
198833,TJ,種子島,TANEGASHIMA,鹿児島県,熊毛郡 中種子町 坂井,30°28′N,130°58′E,-115.1(cm),E9122368731,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=TJ
,MC,南鳥島,MINAMITORISHIMA,東京都,小笠原村 南鳥島,24°17′N,153°59′E,-30.8(cm),E6891438667,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=MC
124434,CC,父島,CHICHIJIMA,東京都,小笠原村 父島東町,27°6′N,142°12′E,-59.0(cm),E6874933918,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=CC
198838,QI,中之島,NAKANOSHIMA,鹿児島県,鹿児島郡 十島村 中之島,29°51′N,129°51′E,-114.1(cm),E6788876344,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QI
198839,QJ,名瀬,NAZE,鹿児島県,奄美市 名瀬長浜町,28°24′N,129°30′E,-104.3(cm),E6788195573,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=QJ
198834,O9,奄美,AMAMI,鹿児島県,奄美市 名瀬小湊,28°19′N,129°32′E,-109.7(cm),E6788192658,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=O9
209231,DJ,南大東,MINAMIDAITO,沖縄県,島尻郡 南大東村 北,25°52′N,131°14′E,-66.3(cm),E6786142852,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=DJ
209181,NK,中城湾港,NAKAGUSUKUWANKO,沖縄県,沖縄市 海邦,26°20′N,127°50′E,-,E6784523452,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=NK
209131,NH,那覇,NAHA,沖縄県,那覇市 西,26°13′N,127°40′E,-110.5(cm),E6784287122,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=NH
209105,ZO,沖縄,OKINAWA,沖縄県,南城市 知念,26°11′N,127°49′E,-113.0(cm),E6784285696,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=ZO
209381,R1,平良,HIRARA,沖縄県,宮古島市 平良西里,24°49′N,125°17′E,-,E6773812123,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=R1
209431,IS,石垣,ISHIGAKI,沖縄県,石垣市 八島町２丁目,24°20′N,124°10′E,-91.2(cm),E6772653265,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=IS
,IJ,西表,IRIOMOTE,沖縄県,八重山郡 竹富町,24°21′N,123°45′E,-,E6772641531,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=IJ
209432,YJ,与那国,YONAGUNI,沖縄県,八重山郡 与那国町 久部良,24°27′N,122°57′E,-94.6(cm),E6772466682,https://www.data.jma.go.jp/kaiyou/db/tide/suisan/suisan.php?stn=YJ
